model,cv_rmse,val_rmse,val_mae,val_r2,val_nasa_score,test_rmse,test_mae,test_r2,test_nasa_score,n_features,n_iter_search
Random Forest Optimized,20.305553955750593,16.614227442632007,10.17557735286814,0.9401934074312057,484262.07639869506,33.85770576501787,23.547786111111108,0.33617208869128024,106799.42256366595,171,40
