model,val_rmse,val_mae,val_r2,val_nasa_score,test_rmse,test_mae,test_r2,test_nasa_score,n_features,n_estimators,max_depth
Random Forest Baseline,28.340532744183363,19.555212050967224,0.8259777513193904,1145484.6452753013,30.806842042542975,22.093769429840094,0.45041506513624796,19482.66864232031,171,100,20
